word;etymology;related
tahkik;"<p> <b>Arapça</b> <i>ḥḳḳ</i> kökünden gelen <i>taḥḳīḳ</i> تحقيق <span style=""visibility:hidden;font-size:0px"">z</span> ""doğrulama, doğruluk, gerçeklik"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ḥaḳḳa</i> حَقَّ <span style=""visibility:hidden;font-size:0px"">z</span> ""doğru idi, hak idi"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=taf%CB%81%C4%ABl"">tafˁīl</a> vezninde (II) masdarıdır. </p>";
kestane;"<p> <b>Yeni Yunanca</b> <i>kastánea</i> καστάνεα <span style=""visibility:hidden;font-size:0px"">z</span> ""kestane ağacı"" sözcüğünden alıntıdır. Yunanca sözcük <b>Yeni Yunanca ve Eski Yunanca</b> <i>kástanon</i> κάστανον <span style=""visibility:hidden;font-size:0px"">z</span> ""kestane"" sözcüğünden türetilmiştir. </p>";
friksiyon;"<p> <b>Fransızca </b> <i>friction</i> ""ovma, sürtünme"" sözcüğünden alıntıdır. Fransızca sözcük <b>Latince</b> <i>frictio</i> sözcüğünden alıntıdır. Bu sözcük <b>Latince</b> <i>fricare</i> ""ovmak, sürtmek"" fiilinden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2B%28%29tion"">+()tion</a> ekiyle türetilmiştir.</p>";
geber|mek;"<p> <b>Orta Türkçe</b> <i>keber-</i> ""şişmek, özellikle karnı şişmek"" sözcüğünden evrilmiştir. Türkçe sözcük <b>Eski Türkçe</b> <i>ḳapar-</i> ""şişmek"" fiili ile eş kökenli olabilir; ancak bu kesin değildir. </p>";
kolonya;"<p> <b>Fransızca </b> <i>eau de Cologne</i> ""«Köln suyu», Köln kentinde 1709'dan itibaren Johann Maria Farina ve varisleri tarafından üretilen alkollü esans"" deyiminden alıntıdır. Fransızca deyim <i>Cologne</i> ""Almanya'da bir kent, Köln"" <b>özel adından</b> türetilmiştir. Bu sözcük <b>Latince</b> aynı anlama gelen <i>Colonia Agrippinensis</i> <b>özel adından</b> evrilmiştir. Bu sözcük <b>Latince</b> <i>colonia</i> ""koloni"" sözcüğünden türetilmiştir. </p>";
alaimsema;"<p> <b>Arapça</b> <i>ˁalāˀim-samāˀ</i> علائم السماء <span style=""visibility:hidden;font-size:0px"">z</span> ""gök alametleri"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ˁlm</i> kökünden gelen <i>ˁalāˀim</i> علائم <span style=""visibility:hidden;font-size:0px"">z</span> ""işaretler, alametler"" (NOT: Bu sözcük <b>Arapça</b> <i>ˁalāma(t)</i> علامة <span style=""visibility:hidden;font-size:0px"">z</span> ""işaret, alamet"" sözcüğünün <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=fa%CB%81%C4%81%CB%80il"">faˁāˀil</a> vezninde çoğuludur. ) ve <b>Arapça</b> <i>samāˀ</i> سماء <span style=""visibility:hidden;font-size:0px"">z</span> ""gök"" sözcüklerinin bileşiğidir. </p>";
kütle;"<p> <b>Arapça</b> <i>ktl</i> kökünden gelen <i>kutla(t)</i> كتلة <span style=""visibility:hidden;font-size:0px"">z</span> ""yığın, küme"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>katala</i> كتل <span style=""visibility:hidden;font-size:0px"">z</span> ""yığdı"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=fu%CB%81la%28t%29"">fuˁla(t)</a> vezninde ismi merresidir. </p>";
aksolotl;"<p> <b>İngilizce </b> <i>axolotl</i> ""Meksika göllerinde yaşayan semendere benzer sürüngen"" sözcüğünden alıntıdır. İngilizce sözcük <b>Nahuatl (Aztek) dilinde</b> aynı anlama gelen <i>axolotl</i> sözcüğünden alıntıdır. </p>";
epos;"<p> <b>Eski Yunanca</b> <i>épos</i> έπος <span style=""visibility:hidden;font-size:0px"">z</span> ""söz, anlatı, destan"" sözcüğünden alıntıdır. Yunanca sözcük <b>Arkaik Yunanca</b> <i>wepos</i> sözcüğünden evrilmiştir. (Kaynak: <u><span style=""cursor:pointer"" title=""Heidelberg 1960"">Frisk, Griechisches Etym. Wörterb. sf.</span> 1:545.</u>) Bu sözcük <b>Hintavrupa Anadilinde</b> yazılı örneği bulunmayan <i>*wekʷ-</i> ""söylemek"" biçiminden evrilmiştir. </p>";
hipotenüs;"<p> <b>Fransızca </b> <i>hypoténuse</i> ""dik üçgende dik açının karşısındaki kenar"" sözcüğünden alıntıdır. Fransızca sözcük <b>Eski Yunanca</b> <i>ʰypoteínousa</i> ὑποτείνουσα <span style=""visibility:hidden;font-size:0px"">z</span> ""«alt gergi», dik üçgende dik açının karşısındaki kenar"" sözcüğünden alıntıdır. Bu sözcük <b>Eski Yunanca</b> <i>ʰypoteínō</i> ὑποτείνω <span style=""visibility:hidden;font-size:0px"">z</span> ""altına germek"" fiilinden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2Bousa"">+ousa</a> ekiyle türetilmiştir. Yunanca fiil <b>Eski Yunanca</b> <i>ʰypó</i> ὑπό <span style=""visibility:hidden;font-size:0px"">z</span> ""alt"" ve <b>Eski Yunanca</b> <i>teínō, ton-</i> τείνω, τον- <span style=""visibility:hidden;font-size:0px"">z</span> ""germek"" sözcüklerinin bileşiğidir. </p>";
yazı;"<p> <b>Eski Türkçe</b> <i>yazı</i> ""ova, düzlük"" sözcüğünden evrilmiştir. Eski Türkçe sözcük <b>Eski Türkçe</b> <i>yaz-</i> ""yaymak, sermek"" fiilinden Eski Türkçe <a class=""presufgram"" href=""?s=structures&amp;ttype=e&amp;ww=%2BI%28g%29"">+I(g)</a> ekiyle türetilmiştir.</p>";
harmandalı;"<p> <b>Türkiye Türkçesi</b> <i>χarbendelü</i> ""«kervancılar», Anadolu'da bir cemaat adı"" sözcüğünden türetilmiştir. Türkçe sözcük <b>Farsça</b> <i>χarbanda</i> خربنده <span style=""visibility:hidden;font-size:0px"">z</span> ""eşekçi, kervancı"" sözcüğünden türetilmiştir. Bu sözcük <b>Farsça</b> <i>χar</i> خر <span style=""visibility:hidden;font-size:0px"">z</span> ""eşek"" ve <b>Farsça</b> <i>banda</i> بنده <span style=""visibility:hidden;font-size:0px"">z</span> ""hizmetçi, uşak"" sözcüklerinin bileşiğidir. </p>";
atıf;"<p> <b>Arapça</b> <i>ˁṭf</i> kökünden gelen <i>ˁaṭf</i> عطف <span style=""visibility:hidden;font-size:0px"">z</span> ""1. (bir yöne) eğilme, meyletme, yöneltme, tevcih etme, 2. gramerde bağlaç veya tamlama"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ˁaṭafa</i> عطف <span style=""visibility:hidden;font-size:0px"">z</span> ""eğdi, büktü, yöneltti"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=fa%CB%81l"">faˁl</a> vezninde masdarıdır. </p>";
dikotomi;"<p> <b>İngilizce </b> <i>dichotomy</i> ""mantıkta birbirini dışlayan iki seçenek, ikilem"" sözcüğünden alıntıdır. İngilizce sözcük <b>Eski Yunanca</b> <i>diχotomía</i> διχοτοµία <span style=""visibility:hidden;font-size:0px"">z</span> ""ikiye bölme"" sözcüğünden alıntıdır. Bu sözcük <b>Eski Yunanca</b> <i>diχḗ</i> διχή <span style=""visibility:hidden;font-size:0px"">z</span> ""ikiye, ikişer"" ve <b>Eski Yunanca</b> <i>témnō, tom-</i> τέμνω, τομ- <span style=""visibility:hidden;font-size:0px"">z</span> ""kesmek"" sözcüklerinin bileşiğidir. </p>";
bombardıman;"<p> <b>Fransızca </b> <i>bombardement</i> ""bombalama"" sözcüğünden alıntıdır. Fransızca sözcük <b>Fransızca </b> <i>bombarder</i> ""bombalamak"" fiilinden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2Bment%C2%B0"">+ment°</a> ekiyle türetilmiştir. Bu sözcük <b>İtalyanca</b> <i>bombarda</i> ""bir tür top"" sözcüğünün isimden türetilmiş fiilidir. </p>";
cips;"<p> <b>İngilizce </b> <i>potato chips</i> ""patates yongası, çips"" deyiminden alıntıdır. İngilizce deyim <b>İngilizce </b> <i>chip</i> ""yonga"" sözcüğünden türetilmiştir. </p>";
şir;"<p> <b>Farsça</b> <i>şīr </i>veya<i> şēr</i> شير <span style=""visibility:hidden;font-size:0px"">z</span> ""aslan"" sözcüğünden alıntıdır. Farsça sözcük <b>Orta Farsça</b> aynı anlama gelen <i>şagr</i> sözcüğünden evrilmiştir. </p>";
hamr;"<p> <b>Arapça</b> <i>χmr</i> kökünden gelen <i>χamr</i> خمر <span style=""visibility:hidden;font-size:0px"">z</span> ""şarap"" sözcüğünden alıntıdır. (NOT: Arapça sözcük <b>Arapça</b> <i>χamara</i> خمر <span style=""visibility:hidden;font-size:0px"">z</span> ""kabardı, mayalandı"" fiili ile eş kökenlidir. ) Bu sözcük <b>İbranice ve Aramice/Süryanice</b> <i>χamar </i>veya<i> χəmar</i> חמר <span style=""visibility:hidden;font-size:0px"">z</span> ""şarap"" sözcüğünden alıntıdır. İbranice sözcük <b>İbranice ve Aramice/Süryanice</b> <i>χāmar</i> ""kızmak, kızarmak"" fiilinden türetilmiştir. </p>";
fangri;"<p> <b>Yeni Yunanca</b> <i>fangrí</i> φαγγρί <span style=""visibility:hidden;font-size:0px"">z</span> ""mercana benzer bir balık, sparus pagrus"" sözcüğünden alıntıdır. Yunanca sözcük <b>Eski Yunanca</b> <i>phágros</i> φάγρος <span style=""visibility:hidden;font-size:0px"">z</span> ""1. bileği taşı, 2. mercan balığı"" sözcüğünden evrilmiştir. </p>";
türban;"<p> <b>Fransızca </b> <i>turban</i> ""Türk sarığı"" sözcüğünden alıntıdır. Fransızca sözcük <b>Türkiye Türkçesi</b> <i>tülbend</i> ""kavuk üstüne sarılan sarık"" sözcüğünden alıntıdır. </p>";
virtüoz;"<p> <b>Fransızca </b> <i>virtuose</i> ""üstün beceri sahibi (özellikle müzikte)"" sözcüğünden alıntıdır. Fransızca sözcük <b>İtalyanca</b> aynı anlama gelen <i>virtuoso</i> sözcüğünden alıntıdır. Bu sözcük <b>İtalyanca</b> <i>virtù</i> ""1. erkeklik, 2. erdem, özellik, nitelik, yetenek"" sözcüğünden türetilmiştir. İtalyanca sözcük <b>Latince</b> <i>virtus</i> sözcüğünden evrilmiştir. </p>";
ehibba;"<p> <b>Arapça</b> <i>ḥbb</i> kökünden gelen <i>aḥibbāˀ</i> أحبّاء <span style=""visibility:hidden;font-size:0px"">z</span> ""dostlar"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ḥabīb</i> ""dost, sevgili"" sözcüğünün <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=af%CB%81il%C4%81"">afˁilā</a> vezninde çoğuludur. </p>";
valide;"<p> <b>Arapça</b> <i>wld</i> kökünden gelen <i>wālida(t)</i> والدة <span style=""visibility:hidden;font-size:0px"">z</span> ""doğuran kadın, anne"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>walada</i> وَلَدَ <span style=""visibility:hidden;font-size:0px"">z</span> ""doğurdu"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=f%C4%81%CB%81ila%28t%29"">fāˁila(t)</a> vezninde etken fiil sıfatı dişilidir. </p>";
kortej;"<p> <b>Fransızca </b> <i>cortége</i> sözcüğünden alıntıdır. Fransızca sözcük <b>İtalyanca</b> <i>corteggio</i> ""hükümdarın maiyeti, saray erkânı"" sözcüğünden alıntıdır. Bu sözcük <b>İtalyanca</b> <i>corte</i> ""avlu, saray"" sözcüğünden türetilmiştir. </p>";
briç;"<p> <b>İngilizce </b> <i>bridge<sup>2</sup></i> ""bir kâğıt oyunu"" sözcüğünden alıntıdır. İngilizce sözcük <b>İngilizce </b> <i>biritch</i> ""a.a. [esk.]"" sözcüğünden türetilmiştir. Bu sözcüğün kökeni belirsizdir. </p>";
gık;"<p> ""gırtlak açıp kapama sesi"" <b>Ses yansımalı sözcüktür.</b> </p>";
viyolonsel;"<p> <b>Fransızca </b> <i>violoncelle</i> ""bir çalgı, bariton keman"" sözcüğünden alıntıdır. Fransızca sözcük <b>İtalyanca</b> <i>violoncello</i> ""«büyük kemanın küçüğü», bir çalgı, bariton keman"" sözcüğünden alıntıdır. Bu sözcük <b>İtalyanca</b> <i>violone</i> ""eski bir çalgı, büyük keman"" sözcüğünün küçültme halidir. </p>";
tonoz;"<p> <b>Yeni Yunanca ve Eski Yunanca</b> <i>thólos</i> θόλος <span style=""visibility:hidden;font-size:0px"">z</span> ""kubbe, kubbeli hücre, kümbet"" sözcüğünden alıntıdır. </p>";
son;"<p> <b>Eski Türkçe</b> <i>soŋ</i> ""bitim, nihayet, ayak topuğu (ad), sonra (edat)"" sözcüğünden evrilmiştir. </p>";
uzay;"<p> <b>Türkiye Türkçesi</b> <i>uza-</i> fiilinden Yeni Türkçe <a class=""presufgram"" href=""?s=structures&amp;ttype=y&amp;ww=%2B%28g%29Ay"">+(g)Ay</a> ekiyle türetilmiştir.</p>";
drape;"<p> <b>Fransızca </b> <i>drapé</i> ""bol kumaşla sarılmış, giydirilmiş"" sözcüğünden alıntıdır. Fransızca sözcük <b>Fransızca </b> <i>draper</i> ""bol kumaşla sarmak"" fiilinin geçmiş zaman fiil-sıfatııdır. Bu sözcük <b>Fransızca </b> <i>drap</i> ""kumaş"" sözcüğünden türetilmiştir. Fransızca sözcük <b>Geç Latince</b> aynı anlama gelen <i>drappus</i> sözcüğünden evrilmiştir. Geç Latince sözcük <b>Kelt dillerinde</b> bir sözcükten alıntı olabilir; ancak bu kesin değildir. </p>";
aziz;"<p> <b>Arapça</b> <i>ˁzz</i> kökünden gelen <i>ˁazīz</i> عزيز <span style=""visibility:hidden;font-size:0px"">z</span> ""güçlü, değerli"" sözcüğünden alıntıdır. Arapça sözcük <b>Aramice/Süryanice</b> <i>ˁz</i> kökünden gelen <i>ˁazīz</i> עזיז <span style=""visibility:hidden;font-size:0px"">z</span> ""güçlü"" sözcüğü ile eş kökenlidir. Bu sözcük <b>İbranice </b> <i>ˁaz</i> עז <span style=""visibility:hidden;font-size:0px"">z</span> ""güç, kuvvet"" sözcüğü ile eş kökenlidir. </p>";
istisna;"<p> <b>Arapça</b> <i>s̠ny</i> kökünden gelen <i>istiṯnāˀ</i> إستثناء <span style=""visibility:hidden;font-size:0px"">z</span> ""gittiği yönün zıddına dönme, bir yemin veya sözleşmeyi geçersiz kılacak şart ileri sürme, genel kurala aykırı olma"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ṯanā</i> ثنا <span style=""visibility:hidden;font-size:0px"">z</span> ""ikiledi, katladı"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=istif%CB%81%C4%81l"">istifˁāl</a> vezninde (X) masdarıdır. </p>";
had;"<p> <b>Arapça</b> <i>ḥdd</i> kökünden gelen <i>ḥadd</i> حدّ <span style=""visibility:hidden;font-size:0px"">z</span> ""1. keskin kenar, özellikle bıçak ağzı, 2. sınır, 3. yasak, özellikle Kuran tarafından getirilen yasak"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ḥadda</i> حَدَّ <span style=""visibility:hidden;font-size:0px"">z</span> ""1. biledi, 2. sınırladı, yasakladı"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=fa%CB%81l"">faˁl</a> vezninde masdarıdır. </p>";
kazı|mak;"<p> <b>Eski Türkçe</b> <i>kazı-</i> ""tırmalamak, eşelemek"" fiilinden evrilmiştir. Eski Türkçe fiil <b>Eski Türkçe</b> <i>kaz-</i> ""eşmek"" sözcüğü ile eş kökenli olabilir; ancak bu kesin değildir. </p>";
zom;"<p> <b>Yeni Yunanca ve Eski Yunanca</b> <i>zomós</i> ζωμός <span style=""visibility:hidden;font-size:0px"">z</span> ""usare, sıkılarak çıkarılan meyve suyu, et suyu, çorba"" sözcüğünden alıntı olabilir; ancak bu kesin değildir. </p>";
katil;"<p> <b>Arapça</b> <i>ḳtl</i> kökünden gelen <i>ḳatl</i> قَتْل <span style=""visibility:hidden;font-size:0px"">z</span> ""öldürme"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ḳatala</i> قَتَلَ <span style=""visibility:hidden;font-size:0px"">z</span> ""öldürdü"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=fa%CB%81l"">faˁl</a> vezninde masdarıdır. </p>";
yorga;"<p> <b>Orta Türkçe</b> <i>yorġa</i> ""hızlı yürüyen, yürük (at)"" sözcüğünden evrilmiştir. Türkçe sözcük <b>Eski Türkçe</b> <i>yorı-</i> ""yürümek"" fiilinden Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2BgA"">+gA</a> ekiyle türetilmiştir.</p>";
iskemle;"<p> <b>Yeni Yunanca</b> <i>skamníon</i> σκαμνίον <span style=""visibility:hidden;font-size:0px"">z</span> ""tabure, banko, sırtsız sandalye"" sözcüğünden alıntıdır. Yunanca sözcük <b>Latince</b> aynı anlama gelen <i>scabellum </i>veya<i> scabillum</i> sözcüğünden alıntıdır. Bu sözcük <b>Latince</b> <i>scabere</i> ""yontmak"" fiilinden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2Bell%C2%B0"">+ell°</a> ekiyle türetilmiştir.</p>";
terbiyum;"<p> <b>Yeni Latince</b> <i>terbium</i> ""65 numaralı element"" sözcüğünden alıntıdır. (İlk kullanımı: <u>1843 Karl Gustaf Mosander, İsv. kimyacı.</u>) Latince sözcük <i>Ytterby</i> ""İsveç'te bir kasaba"" <b>özel adından <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2Bium"">+ium</a> ekiyle türetilmiştir.</b></p>";
dissimilasyon;<p>dissimilatif, dissimile</p>;
as|mak;"<p> <b>Eski Türkçe</b> <i>as-</i> ""bir yere takarak sarkıtmak, asmak"" fiilinden evrilmiştir. </p>";
güleç;"<p> <b>Eski Türkçe</b> <i>kül-</i> ""gülmek"" fiilinden Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2B%28g%29A%C3%A7"">+(g)Aç</a> ekiyle türetilmiştir.</p>";
yön;"<p> <b>Eski Türkçe</b> <i>öŋ</i> ""cihet, cephe"" sözcüğü ile eş kökenlidir. Eski Türkçe sözcük <b>Eski Türkçe</b> <i>ön- </i>veya<i> yön-</i> ""yönelmek, ileri gitmek"" fiilinden Eski Türkçe <a class=""presufgram"" href=""?s=structures&amp;ttype=e&amp;ww=%2BI%28g%29"">+I(g)</a> ekiyle türetilmiştir.</p>";
krater;"<p> <b>Fransızca </b> <i>cratère</i> ""yanardağ çukuru"" sözcüğünden alıntıdır. Fransızca sözcük <b>Latince</b> <i>crater</i> ""kâse, yanardağ çukuru"" sözcüğünden alıntıdır. Bu sözcük <b>Eski Yunanca</b> <i>kratḗr</i> κρατηρ <span style=""visibility:hidden;font-size:0px"">z</span> ""bir tür uzun boyunlu kâse"" sözcüğünden alıntıdır. </p>";
baston;"<p> <b>Venedikçe</b> <i>bastòn</i> ""değnek, çubuk"" sözcüğünden alıntıdır. Venedikçe sözcük <b>İtalyanca</b> aynı anlama gelen <i>bastone</i> sözcüğü ile eş kökenlidir. Bu sözcük <b>Geç Latince</b> aynı anlama gelen <i>bastum </i>veya<i> basto</i> sözcüğünden evrilmiştir. </p>";
üniter;"<p> <b>Fransızca </b> <i>unitaire</i> ""birci, birlikten yana, tekil, birimsel"" sözcüğünden alıntıdır. Fransızca sözcük <b>Yeni Latince</b> <i>unitarius</i> sözcüğünden alıntıdır. Bu sözcük <b>Latince</b> <i>unitas</i> ""birlik"" sözcüğünden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2Bari%C2%B0"">+ari°</a> ekiyle türetilmiştir.</p>";
entelijans;"<p> <b>Fransızca ve İngilizce </b> <i>intelligence</i> ""1. anlama, kavrama, idrak, 2. İngiliz istihbarat servisinin adı"" sözcüğünden alıntıdır. Fransızca sözcük <b>Latince</b> <i>intelligentia</i> ""anlama yetisi, idrak"" sözcüğünden alıntıdır. Bu sözcük <b>Latince</b> <i>intelligere</i> ""anlamak, kavramak"" fiilinden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2Bentia"">+entia</a> ekiyle türetilmiştir.</p>";
şayan;"<p> <b>Farsça</b> <i>şāyān</i> شايان <span style=""visibility:hidden;font-size:0px"">z</span> ""mümkün, uyan, olur"" sözcüğünden alıntıdır. Farsça sözcük <b>Farsça</b> <i>şāyistan, şāy-</i> شايستن, شاى <span style=""visibility:hidden;font-size:0px"">z</span> ""mümkün olmak, uymak"" fiilinden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2B%C4%81%28n%29"">+ā(n)</a> ekiyle türetilmiştir. Bu sözcük <b>Avesta (Zend) dilinde</b> <i>χşi- </i>veya<i> χşāy-</i> ""muktedir olmak, gücü yetmek"" fiili ile eş kökenlidir. </p>";
süreyya;"<p> <b>Arapça</b> <i>s̠ry</i> kökünden gelen <i>ṯurayyā</i> ثريّا <span style=""visibility:hidden;font-size:0px"">z</span> ""Ülker takımyıldızı, Pleiades"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ṯarā</i> ""çok idi, bol idi"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=fu%CB%81ayl%C4%81"">fuˁaylā</a> vezninde küçültme halidir. </p>";
tur;"<p> <b>Fransızca </b> <i>tour</i> ""dönme, dolaşma, çevre, döngü, gezi"" sözcüğünden alıntıdır. Fransızca sözcük <b>Fransızca </b> <i>tourner</i> ""dönmek, dolaşmak"" fiilinin fiilden türetilmiş isimidir. Bu sözcük <b>Latince</b> aynı anlama gelen <i>tornare</i> fiilinden evrilmiştir. </p>";
bağışık;"<p> <b>Türkiye Türkçesi</b> <i>bağışla-</i> fiilinden Yeni Türkçe <a class=""presufgram"" href=""?s=structures&amp;ttype=y&amp;ww=%2BUk"">+Uk</a> ekiyle türetilmiştir.</p>";
böl|mek;"<p> <b>Eski Türkçe</b> yazılı örneği bulunmayan <i>*böl-</i> ""ayrılmak?"" fiilinden evrilmiştir. </p>";
sömestr;"<p> <b>Fransızca </b> <i>semestre</i> ""altı aylık süre, okulda yarıyıl"" sözcüğünden alıntıdır. Fransızca sözcük <b>Latince</b> <i>semestris</i> ""altı aylık süre"" sözcüğünden alıntıdır. Bu sözcük <b>Latince</b> <i>sex, se-</i> ""altı"" ve <b>Latince</b> <i>mens</i> ""ay"" sözcüklerinin bileşiğidir. </p>";
artık;"<p> <b>Eski Türkçe</b> <i>artuk</i> ""fazla"" sözcüğünden evrilmiştir. Eski Türkçe sözcük <b>Eski Türkçe</b> <i>art-</i> ""çoğalmak, büyümek"" fiilinden Eski Türkçe <a class=""presufgram"" href=""?s=structures&amp;ttype=e&amp;ww=%2BUk"">+Uk</a> ekiyle türetilmiştir.</p>";
host;"<p> <b>İngilizce </b> <i>host</i> ""1. konuk ağırlayan, evsahibi, 2. network üzerinde hizmet veren bilgisayar"" sözcüğünden alıntıdır. İngilizce sözcük <b>Latince</b> <i>hospes, hospit-</i> ""konuk ağırlayan"" sözcüğünden evrilmiştir. Bu sözcük <b>Hintavrupa Anadilinde</b> yazılı örneği bulunmayan <i>*ghos-pot-</i> sözcüğünden alıntıdır. Bu sözcük <b>Hintavrupa Anadilinde</b> yazılı örneği bulunmayan <i>*ghos-ti-</i> ""yabancı, konuk"" kökünden türetilmiştir. </p>";
akreditif;"<p> <b>Fransızca </b> <i>accreditif</i> ""kredi mektubu"" sözcüğünden alıntıdır. Fransızca sözcük <b>Fransızca </b> <i>accrediter</i> fiilinden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2B%28%29tiv%C2%B0"">+()tiv°</a> ekiyle türetilmiştir.</p>";
askı;"<p> <b>Türkiye Türkçesi</b> <i>as-</i> fiilinden Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2BgU"">+gU</a> ekiyle türetilmiştir.</p>";
ha;"<p><a href=""?k=hababam&amp;lnk=1"" style=""text-decoration:underline;color:"">hababam</a> </p>";
jargon;"<p> <b>Fransızca </b> <i>jargon</i> ""1. kuş dili, 2. anlaşılmaz dil, çatra patra, 3. bir meslek zümresine ait özel dil, argo"" sözcüğünden alıntıdır. Fransızca sözcük <b>Provansal dilinde</b> <i>geringonça</i> ""kuş dili, cıvıltı"" sözcüğü ile eş kökenlidir. Bu sözcük <b>İtalyanca</b> aynı anlama gelen <i>gergo, gergone</i> sözcüğü ile eş kökenlidir. </p>";
yave;"<p> <b>Farsça</b> <i>yāva</i> ياوه <span style=""visibility:hidden;font-size:0px"">z</span> ""yersiz ve anlamsız (söz)"" sözcüğünden alıntıdır. Farsça sözcük <b>Farsça</b> <i>yāb</i> ""abes, boş, faydasız"" sözcüğünden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2Ba"">+a</a> ekiyle türetilmiştir.</p>";
tespih;"<p> <b>Arapça</b> <i>sbḥ</i> kökünden gelen <i>tasbīḥ</i> تسبيح <span style=""visibility:hidden;font-size:0px"">z</span> ""(Allahı) övme, yüceltme, sübhaneke duasını söyleme"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>sabbaḥa</i> سَبَّحَ <span style=""visibility:hidden;font-size:0px"">z</span> ""övdü, yüceltti"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=taf%CB%81%C4%ABl"">tafˁīl</a> vezninde (II) masdarıdır. </p>";
kartografi;"<p> <b>Fransızca </b> <i>cartographe</i> ""haritacı"" sözcüğünden alıntıdır. Fransızca sözcük <b>Fransızca </b> <i>carte</i> ""1. kâğıt, 2. harita"" sözcüğünden türetilmiştir. </p>";
geçin|mek;"<p> <b>Türkiye Türkçesi</b> <i>geç-</i> fiilinden Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2BIn-"">+In-</a> ekiyle türetilmiştir.</p>";
tadil;"<p> <b>Arapça</b> <i>ˁdl</i> kökünden gelen <i>taˁdīl</i> تعديل <span style=""visibility:hidden;font-size:0px"">z</span> ""düzeltme, dengeleme, ayarlama"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ˁadala</i> عَدَلَ <span style=""visibility:hidden;font-size:0px"">z</span> ""denk idi, adil idi"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=taf%CB%81%C4%ABl"">tafˁīl</a> vezninde (II) masdarıdır. </p>";
içerlek;"<p> <b>Türkiye Türkçesi</b> <i>içerile-</i> fiilinden Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2BUk"">+Uk</a> ekiyle türetilmiştir.</p>";
evye;"<p> <b>Fransızca </b> <i>évier</i> ""yalak, lavabo"" sözcüğünden alıntıdır. Fransızca sözcük <b>Geç Latince</b> <i>aquarium</i> ""su kabı, su yalağı"" sözcüğünden evrilmiştir. </p>";
çullan|mak;"<p> <b>Türkiye Türkçesi</b> <i>çul</i> sözcüğünden Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2BlAn-"">+lAn-</a> ekiyle türetilmiştir.</p>";
ılımlı;"<p> <b>Türkiye Türkçesi</b> <i>ılıman</i> fiilinden Yeni Türkçe <a class=""presufgram"" href=""?s=structures&amp;ttype=y&amp;ww=%2BIm"">+Im</a> ekiyle türetilmiştir.</p>";
